COMPANY,FILM,RELEASE,ADJUSTED,Assignment,WORLDWIDE,United States,FOREIGN,Characters,Studio,Argentina,Australia,Austria,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Ecuador,Egypt,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Japan,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Norway,Oman,Peru,Portugal,Romania,Russia - CIS,Serbia & Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
Marvel,Iron Man 3,2013,"$1,243,055,923 ",Gaurav,"$1,215,439,994 ","$409,013,994 ","$806,426,000 ",Iron Man,Buena Vista,13556234,36164486,3524852,3511575,1444620,47874596,651777,,7848244,121200000,9447083,368750,1895271,4432711,4534301,799411,1892796,38962258,24368143,2049858,13705128,2023575,379577,12209244,2152217,20910968,25185661,,576545,,13909003,48566365,5720784,5226081,5330071,,5794748,1673680,,44220462,123278,10210551,502989,178149,3188171,64211513,13049065,5500507,,,8866802,4509262,3290686,5725369,57074453,507296,12442756,
